calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,grow_all,n_rate_rvws,n_reported_effects,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
,,,,,,,1,,,,"Seattle, WA,Ferndale, WA,Eugene, OR,Spokane Valley, WA,Anacortes, WA,Bend, OR,Bremerton, WA,Kelso, WA,Mount Vernon, WA,Oak Harbor, WA",Hybrid,3 ,Moose Tracks,,,,
,,,,,,,,,,,"Anchorage, AK,Phoenix, AZ,Chandler, AZ,Detroit, MI,Lewiston, ME,Morenci, MI,Oscoda, MI,Queen Creek, AZ,Seattle, WA",Hybrid,,Monkey Mints,,,,
,,,,,,,,,,,"Portland, OR,Denver, CO,Edmonds, WA,Medford, OR,Mount Vernon, WA,Roseburg, OR,San Francisco, CA,Spokane, WA,Vancouver, WA,Ione, WA",Hybrid,,Samoas,,,,
,,,,,,,,,,,"Bellingham, WA,Fife, WA,Parkland, WA,Puyallup, WA,Bothell, WA,Bremerton, WA,Edmonds, WA,Moses Lake, WA,Ocean Shores, WA,Spanaway, WA",Hybrid,,Caesar,,,,
,,,,,,,2,,,,,Hybrid,5 ,Force OG,,,,
,,,,,,,2,,Ace of Spades,Black Cherry Soda,"Spokane, WA,Spokane Valley, WA,Bellingham, WA,Clarkston, WA,Raleigh, NC,Tacoma, WA",Hybrid,5 ,The CBG Blend,,,,
,,,,,,,5,,Gupta Kush,Tangerine Haze,,Hybrid,5 ,Gupta Haze,,,,
,,,,,,,6,,Central American,Thai,"Denver, CO,Eureka, CA,San Francisco, CA,Commerce City, CO,Northglenn, CO,Arvada, CO,Aurora, CO,Canoga Park, CA,El Sobrante, CA,Los Angeles, CA",Hybrid,4.3 ,Khola,,,,
,,,,,,,,,Grape Ape,Granddaddy Purple,"Oakland, CA",Hybrid,,Nor Cal Purps,,,,
,,,,,,,,,,,,Hybrid,,Orange Velvet Underground,,,,
,,,,,,,1,,,,,Hybrid,4 ,OGDLUX,,,,
,,,,,,,,,,,"Tulsa, OK",Hybrid,,Morockin’ Kush,,,,
,,,,,,,,,,,"St. Charles, IL",Hybrid,,Lilac OG,,,,
,,,,,,,,,,,"Las Vegas, NV",Hybrid,,LGBT,,,,
,,,,,,,11,,Middlefork,Pineapple Express,"Lutherville-Timonium, MD",Sativa,4.9 ,Middlefork x Pineapple Express,,,,
--position:8.61426141945344%,,,,,,,15,,Frankenstein,Lemon OG Kush,,Indica,3.4 ,Sweet Lafayette,,,,
,,,,,,,,,,,,Hybrid,,Fast Caramelic,,,,
,,,,,,,,,,,,Hybrid,,Copacabana,,,,
,,,,,,,,,,,,Hybrid,,Cherry Kiss,,,,
,,,,,,,,,,,,Hybrid,,Haze Queen,,,,
--position:95.44007039547695%,,Alpha Express,Urkle Train Haze,"57,%,53,%,50,%,49,%,38,%,29,%,28,%,20,%,17,%,15,%,20,%,12,%,10,%,7,%,6,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Focused, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ","Moderate,30 - 78,1 - 3,10 - 12",972,678 people reported 4916 effects,Nevil's Wreck,Ghost OG,"Silver Spring, MD,Seattle, WA,Denver, CO,Las Vegas, NV,Phoenix, AZ,Vancouver, WA,Portland, OR,Bothell, WA,Renton, WA,Baltimore, MD",Sativa,4.5 ,Ghost Train Haze,"width:170%,width:114%,width:58%","Fruity,Herbal,Citrus","Terpinolene,Myrcene,Limonene",18
--position:95.51132929937786%,,,,"51,%,48,%,42,%,39,%,36,%,26,%,24,%,20,%,14,%,13,%,17,%,7,%,5,%,3,%,2,%","Happy, ,Uplifted, ,Energetic, ,Euphoric, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Fatigue, ,Pain, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ","Moderate,30 - 78,3 - 6,7 - 9",1112,791 people reported 4953 effects,,,"Silver Spring, MD,Portland, OR,Los Angeles, CA,Seattle, WA,Everett, WA,Vancouver, WA,Santa Ana, CA,Bellingham, WA,Las Vegas, NV,Oklahoma City, OK",Sativa,4.5 ,Tangie,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",17
--position:94.6565308723801%,,,,"58,%,55,%,51,%,44,%,37,%,39,%,29,%,28,%,26,%,14,%,35,%,19,%,8,%,7,%,4,%","Happy, ,Euphoric, ,Uplifted, ,Energetic, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ","Moderate,< 30,1 - 3,7 - 9",1971,1347 people reported 10207 effects,,,"Everett, WA,Oklahoma City, OK,Phoenix, AZ,Seattle, WA,Portland, OR,Beaverton, OR,King City, OR,Oak Grove, OR,Detroit, MI,Spokane, WA",Sativa,4.3 ,Alaskan Thunder Fuck,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",15.5
--position:27.669964902392998%,,Alf,Afghanimal,"70,%,56,%,49,%,41,%,30,%,34,%,31,%,26,%,24,%,21,%,24,%,13,%,5,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Headache, ","Moderate,> 78,1 - 3,10 - 12",942,604 people reported 4774 effects,Fire OG,GSC,"Seattle, WA,Everett, WA,Vancouver, WA,Tacoma, WA,Spokane, WA,Kingston, WA,Portland, OR,Phoenix, AZ,Santa Ana, CA,Bellingham, WA",Hybrid,4.5 ,Animal Cookies,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",18.5
--position:39.23891471320361%,,Stratosphere,Alien Reunion,"63,%,55,%,55,%,45,%,30,%,35,%,28,%,27,%,25,%,18,%,24,%,14,%,6,%,6,%,4,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ","Moderate,< 30,3 - 6,7 - 9",979,627 people reported 4807 effects,Alien Kush,Tahoe OG Kush,"Denver, CO,Portland, OR,Los Angeles, CA,Oklahoma City, OK,Seattle, WA,Phoenix, AZ,Tulsa, OK,Salem, OR,San Francisco, CA,Santa Ana, CA",Hybrid,4.4 ,Alien OG,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",17.5
--position:57.306780511504265%,,,,"56,%,55,%,48,%,43,%,30,%,35,%,34,%,27,%,26,%,15,%,25,%,14,%,5,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Focused, ,Pain, ,Stress, ,Depression, ,Anxiety, ,Headaches, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,715,477 people reported 3690 effects,,,"Los Angeles, CA,Portland, OR,Oklahoma City, OK,San Francisco, CA,Santa Ana, CA,Las Vegas, NV,Phoenix, AZ,Bend, OR,Eugene, OR,San Diego, CA",Hybrid,4.4 ,SFV OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",19
--position:4.421942825283198%,,,,"77,%,45,%,44,%,36,%,30,%,28,%,26,%,23,%,20,%,16,%,14,%,11,%,3,%,3,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Tingly, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,223,163 people reported 1034 effects,Gelato #33,Wedding Cake,"Seattle, WA,Portland, OR,Ferndale, WA,Everett, WA,Eugene, OR,Los Angeles, CA,Bothell, WA,Bellingham, WA,Las Vegas, NV,Phoenix, AZ",Indica,4.7 ,Ice Cream Cake,"width:170%,width:114%,width:58%","Citrus,Peppery,Floral","Limonene,Caryophyllene,Linalool",23
--position:50.440106152239665%,,,,"68,%,66,%,55,%,50,%,31,%,25,%,25,%,24,%,21,%,14,%,21,%,11,%,5,%,1,%,0,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Creative, ,Depression, ,Pain, ,Stress, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,159,128 people reported 890 effects,,,"Portland, OR,Seattle, WA,Everson, WA,Vancouver, WA,Phoenix, AZ,Beaverton, OR,Mount Vernon, WA,Spokane, WA,Lynnwood, WA,Salem, OR",Hybrid,4.8 ,MAC,"width:170%,width:114%,width:58%","Citrus,Pine,Peppery","Limonene,Pinene,Caryophyllene",21
--position:96.21149370820454%,,Moondance,Apollo Haze,"61,%,60,%,56,%,52,%,44,%,39,%,30,%,29,%,22,%,15,%,30,%,18,%,9,%,8,%,5,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ","Difficult,> 78,1 - 3,10 - 12",2049,1457 people reported 11512 effects,Skunk No. 1,Haze,"Seattle, WA,Phoenix, AZ,Sequim, WA,Portland, OR,Sylmar, CA,Bend, OR,Gardner, MA,Mount Vernon, WA,Bremerton, WA,Everett, WA",Sativa,4.3 ,Super Silver Haze,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",18.5
--position:13.322722959730331%,,First Light,Motown Lockdown,"63,%,55,%,47,%,40,%,32,%,40,%,32,%,29,%,25,%,24,%,30,%,18,%,7,%,5,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ","Easy,30 - 78,3 - 6,7 - 9",2131,1544 people reported 11524 effects,Purple Thai,Thai,"Silver Spring, MD,Seattle, WA,Phoenix, AZ,Portland, OR,Vancouver, WA,Tulsa, OK,Oklahoma City, OK,Bellingham, WA,Everett, WA,Oak Harbor, WA",Indica,4.2 ,Blueberry,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",17
--position:1.9190124880518522%,,Safety Meeting,Shangri-La,"71,%,51,%,36,%,34,%,21,%,32,%,31,%,28,%,23,%,22,%,20,%,9,%,4,%,2,%,1,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Pain, ,Stress, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,827,576 people reported 3861 effects,Gooberry,Hell's OG,"Seattle, WA,Kingston, WA,Portland, OR,Oklahoma City, OK,Clearwater, FL,Miami, FL,Orlando, FL,Oak Harbor, WA,Everett, WA,Spokane, WA",Indica,4.5 ,9 Pound Hammer,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",19
--position:4.592917715533656%,,Ghostbreath,Jelly Breath,"80,%,50,%,50,%,46,%,28,%,43,%,41,%,36,%,30,%,25,%,27,%,12,%,6,%,4,%,3,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",,344,232 people reported 1988 effects,Mendo Montage,OGKB,"Portland, OR,Phoenix, AZ,Seattle, WA,Vancouver, WA,Los Angeles, CA,Las Vegas, NV,Tucson, AZ,Eugene, OR,San Diego, CA,Mount Vernon, WA",Indica,4.7 ,Mendo Breath,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",19
--position:26.36082843209583%,,,,"78,%,63,%,60,%,44,%,29,%,40,%,33,%,31,%,29,%,23,%,27,%,14,%,4,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,523,333 people reported 2853 effects,Blueberry,GSC,"Ferndale, WA,Tulsa, OK,Seattle, WA,Oklahoma City, OK,San Francisco, CA,Portland, OR,Salem, OR,Bellingham, WA,Bothell, WA,Detroit, MI",Hybrid,4.7 ,Blue Cookies,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",19.5
--position:92.00159368775384%,,,,"57,%,52,%,49,%,40,%,38,%,37,%,31,%,27,%,20,%,12,%,26,%,14,%,6,%,5,%,3,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Relaxed, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ","Easy,30 - 78,3 - 6,7 - 9",2354,1665 people reported 11812 effects,,,"Seattle, WA,Silver Spring, MD,Portland, OR,Tulsa, OK,Los Angeles, CA,Phoenix, AZ,Oklahoma City, OK,Bellingham, WA,Las Vegas, NV,Everett, WA",Sativa,4.3 ,Strawberry Cough,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",17.5
--position:77.19983917908871%,,Hulkamania,Tillamook Strawberry,"58,%,57,%,52,%,49,%,40,%,31,%,26,%,24,%,22,%,12,%,23,%,13,%,6,%,4,%,4,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Creative, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ","Moderate,> 78,3 - 6,7 - 9",1117,744 people reported 5494 effects,Strawberry Diesel,OG Kush,"Silver Spring, MD,Seattle, WA,Portland, OR,Everett, WA,Oklahoma City, OK,Tulsa, OK,Oak Harbor, WA,Spokane, WA,Bellingham, WA,Denver, CO",Hybrid,4.5 ,Bruce Banner,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",23
,,,,,,,20,,Fucking Incredible,Big Bud,,Indica,4.8 ,WMD,,,,
,,,,,,,,,,,,Hybrid,,Velvet Ropes,,,,
,,,,,,,,,,,"Oklahoma City, OK,Tulsa, OK,Denver, CO,Seattle, WA,Los Angeles, CA,Portland, OR,Oak Harbor, WA,San Francisco, CA,Spokane, WA,Puyallup, WA",Edible,,EdiPure Peanut Butter Bites,,,,
,,,,,,,,,,,"Bend, OR,Eugene, OR,Hood River, OR,Klamath Falls, OR,Portland, OR,Spokane Valley, WA",Hybrid,,Lemon Lava,,,,
--position:19.381406032393155%,,,,,,,19,,,,"Seattle, WA,Lynden, WA,Port Orchard, WA,Bothell, WA,Bremerton, WA,Granite Falls, WA,Ocean Shores, WA,Puyallup, WA,Spokane, WA",Hybrid,4.8 ,Legalized OG,,,,
,,,,,,,,,,,,Hybrid,,Critical Soma,,,,
,,,,,,,10,,,,,Sativa,4.5 ,Waipi'o Hapa,,,,
,,,,,,,1,,Quantum Kush,Dr. Who,,Hybrid,4 ,Dr. Quantum,,,,
,,,,,,,6,,Black Domina,Skunk No. 1,"Mountlake Terrace, WA,Puyallup, WA,Seattle, WA,Vancouver, WA,Clarkston, WA,Everett, WA,Oklahoma City, OK,Anacortes, WA,Ardmore, OK,Arvada, CO",Indica,4.5 ,Skunk+,,,,15.5
,,,,,,,1,,,,"Astoria, OR",Sativa,3 ,Honduras,,,,
,,,,,,,,,,,"Needles, CA,Lompoc, CA,Canoga Park, CA,Gold Bar, WA,Mendocino, CA,Mount Vernon, WA,Ramona, CA",Hybrid,,Classic Twist,,,,
,,,,,,,4,,,,,Hybrid,4.8 ,Hoarfrost,,,,
,,,,,,,,,,,"Denver, CO",Hybrid,,Neroli 91,,,,
,,,,,,,3,,,,"Bixby, OK,Chatsworth, CA",Sativa,5 ,Straight A's Haze,,,,
,,,,,,,,,,,"Shoreline, WA,Anchorage, AK",Hybrid,,Candy Drop,,,,
,,,,,,,2,,,,,Hybrid,2 ,Dick Cheese,,,,
,,,,,,,2,,,,,Hybrid,5 ,Perfect Purple,,,,
,,,,,,,,,,,,Indica,,Hindu Cream,,,,
,,,,,,,,,,,,Hybrid,,Black Cream Auto,,,,
,,,,,,,3,,,,,Sativa,4.3 ,Gold King's Thai,,,,
,,,,,,,,,Appalachia,Lemon Thai,"Denver, CO,Lovelock, NV,Yerington, NV",Hybrid,,Prayer Tower,,,,
,,,,,,,,,Purple Afghan Kush,God Bud,,Hybrid,,Riley Kush,,,,
,,,,,,,,,Dieseltonic,Shark Shock,,Hybrid,,Hammershark,,,,
,,,,,,,2,,Mendo Montage,Mendo Queen,,Hybrid,4.5 ,Mendo Supremo,,,,
,,,,,,,1,,,,"Seattle, WA",Hybrid,5 ,Brute Fruit,,,,
,,,,,,,1,,Snow Lotus,Bubba Kush,"Ritzville, WA,Vancouver, WA",Hybrid,3 ,Jabba's Stash,,,,
,,,,,,,1,,,,,Hybrid,4 ,Motown Lockdown,,,,
--position:13.06610596974872%,,,,"50,%,48,%,46,%,34,%,26,%,42,%,41,%,33,%,32,%,20,%,32,%,17,%,11,%,6,%,3,%","Euphoric, ,Relaxed, ,Happy, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",,363,265 people reported 1889 effects,,,"Everett, WA,Seattle, WA,Auburn, WA,Portland, OR,Mount Vernon, WA,Santa Barbara, CA,Spokane, WA,Bellingham, WA,Bremerton, WA,Denver, CO",Indica,4 ,Afgooey,,,,16.5
,,,,,,,1,,,,"Tulsa, OK",Hybrid,4 ,Giesel Cookies,,,,
,,,,,,,17,,,,,Sativa,4.7 ,Tangerine Man,,,,
,,,,,,,8,,Mag Landrace,Chemdog 91,"Silver Spring, MD,Rockville, MD,Canton, IL,Centreville, MD,Cockeysville, MD,Germantown, MD,Litchfield, IL,Waldorf, MD",Hybrid,4.6 ,Mag 91,,,,
,,,,,,,2,,,,,Hybrid,5 ,Ethos Hash Plant Bx1,,,,
--position:95.26380623226713%,,,,,,,31,,Glass Slipper,The White,"Boulder, CO",Hybrid,4.5 ,White Slipper,,,,
,,,,,,,14,,Hashberry,Blueberry,,Indica,4.1 ,Fruitylicious,,,,
,,,,,,,6,,Irene OG,Larry OG,"Ramona, CA",Indica,5 ,Dolla Sign OG Kush,,,,
,,,,,,,,,,,,Hybrid,,Khyber Kush,,,,
,,,,,,,5,,Jack the Ripper,Harlequin,,Indica,4.6 ,Athabasca,,,,
,,,,,,,,,I-95,Mandarin Cookies,"Clackamas, OR",Hybrid,,Headband Cookies Bx1,,,,
,,,,,,,1,,,,"Baltimore, MD,Rockville, MD,White Plains, MD,Bowie, MD,Camp Springs, MD,Crofton, MD,Cumberland, MD,Denver, CO,Dinosaur, CO,Edgewater, MD",Hybrid,4 ,Sour Lemons,,,,
,,,,,,,,,,,"Portland, OR",Hybrid,,Brian Berry Black Currant,,,,
,,,,,,,7,,,,,Hybrid,4.7 ,King Thunder Fuck,,,,
,,,,,,,,,Black Cherry Soda,Lavender,"Bend, OR,Eugene, OR",Hybrid,,Oregon Bus Pass,,,,
,,,,,,,12,,Sin City Kush,Blue Magoo,"Everett, WA,Mount Vernon, WA",Indica,4.5 ,Gobbilygoo,,,,
,,,,,,,1,,,,,Hybrid,5 ,Inferno Haze,,,,
,,,,,,,1,,South American,Jamaican,,Hybrid,5 ,Eagle Bill,,,,
,,,,,,,2,,Black Russian,Shiva Skunk,"Bingen, WA,Portland, OR,Seattle, WA,Everett, WA,Las Vegas, NV,Tulsa, OK,Brunswick, ME,Canoga Park, CA,Clarkston, WA,Gold Hill, OR",Hybrid,5 ,Black Rose,,,,
,,,,,,,3,,Chemdog,Jack Herer,"Durango, CO",Hybrid,4.7 ,Chem Jack,,,,
,,,,,,,,,,,"Goldendale, WA,Vancouver, WA,Los Angeles, CA,Arvada, CO,Bakersfield, CA,Fresno, CA,San Diego, CA,Santa Barbara, CA,Spokane, WA",Hybrid,,Midnight Express,,,,
,,,,,,,1,,,,,Sativa,5 ,White Choco Haze,,,,
,,,,,,,2,,,,,Hybrid,4 ,Transformer,,,,
,,,,,,,,,,,,Indica,,IFC OG,,,,
,,,,,,,2,,,,"Bremerton, WA,Mount Vernon, WA,Southborough, MA",Hybrid,5 ,Bingo Pajamas,,,,
,,,,,,,6,,,,,Sativa,4.8 ,Hawai’i ‘78,,,,
,,,,,,,9,,Platinum GSC,Granddaddy Purple,"Spokane Valley, WA,Spokane, WA",Sativa,5 ,Cirrus,,,,
,,,,,,,12,,,,,Hybrid,4.7 ,Blob OG,,,,
,,,,,,,,,,,"Rio Vista, CA",Hybrid,,Plumberry,,,,
,,,,,,,2,,Chemdog 91,Ghost OG,"Seattle, WA,Everett, WA,Arlington, WA,Cathlamet, WA,Mukilteo, WA,Sequim, WA",Hybrid,4.5 ,Gaswerx,,,,
,,,,,,,,,Phishhead Kush,12 Year OG,,Hybrid,,Jim OG,,,,
,,,,,,,6,,,,,Hybrid,5 ,Smelliot,,,,
,,,,,,,1,,Rare Dankness #1,Bubba Kush,"Newport, OR,Tacoma, WA,Vancouver, WA",Hybrid,3 ,Lost Creek,,,,
,,,,,,,,,,,"Coos Bay, OR",Hybrid,,Circus Peanuts,,,,
,,,,,,,20,,Katsu Bubba Kush,Pre-98 Bubba Kush,,Hybrid,4.6 ,Keystone Kush,,,,
,,,,,,,,,Qrazy Train,Lavender,"West Hollywood, CA",Hybrid,,Lazy Train,,,,
,,,,,,,9,,,,,Indica,4.6 ,Capers,,,,
,,,,,,,1,,,,"Canoga Park, CA",Indica,5 ,California Gold,,,,
,,,,,,,4,,Timewreck,Canna-Tsu,"Port Angeles, WA,Pullman, WA,Tulsa, OK",Sativa,4.3 ,Canna-Wreck,,,,
,,,,,,,1,,,,"Portland, OR,Beaverton, OR,Mendocino, CA,Cathedral City, CA,Chatsworth, CA,Eugene, OR,Gresham, OR,Salem, OR,Springfield, OR,Tillamook, OR",Hybrid,5 ,Humboldt Sour Diesel,,,,
,,,,,,,9,,,,"Silver Spring, MD,Baltimore, MD,Rockville, MD,Bethesda, MD,Jessup, MD,Catonsville, MD,Cockeysville, MD,Germantown, MD,Towson, MD,Waldorf, MD",Hybrid,4.7 ,Super Glu,,,,
,,,,,,,2,,,,"Wynnewood, OK,Edmond, OK,Thackerville, OK",Hybrid,5 ,Dagwood,,,,
--position:43.5429813969707%,,,,"69,%,53,%,53,%,53,%,46,%,53,%,46,%,38,%,30,%,15,%,46,%,30,%,23,%,7,%,7,%","Relaxed, ,Uplifted, ,Creative, ,Happy, ,Euphoric, ,Stress, ,Depression, ,Insomnia, ,Pain, ,Lack of appetite, ,Dry mouth, ,Headache, ,Dry eyes, ,Anxious, ,Dizzy, ",,15,13 people reported 100 effects,,,,Indica,4.3 ,Neptune Kush,,,,
,,,,,,,,,,,,Hybrid,,Original Mandarin Cookies,,,,
,,,,,,,3,,,,,Hybrid,5 ,Chem Jong Ill,,,,
,,,,,,,2,,,,"Cathedral City, CA,Ada, OK,Davis, OK,Lonegrove, OK,Mead, OK,Newcastle, OK,Oklahoma City, OK",Hybrid,5 ,Pirate Radio,,,,
,,,,,,,1,,,,"Oklahoma City, OK,Knoxville, TN,Norman, OK,Edmond, OK,Frisco, TX,Johnson City, TN,Moore, OK,Ardmore, OK,Clearwater, FL,Cockeysville, MD",Hybrid,5 ,First Light,,,,
,,,,,,,,,,,,Hybrid,,Hobbit,,,,
,,,,,,,5,,,,"Eugene, OR,Oakland, CA",Hybrid,3.8 ,Sweet Harlem Diesel,,,,
,,,,,,,4,,Hawai’i ‘78,Lamb's Bread,,Sativa,4.8 ,Jahwaiian,,,,
,,,,,,,2,,,,,Hybrid,4.5 ,Misty Morning,,,,
,,,,,,,4,,Animal Cookies,Cherry Pie,"Pueblo West, CO,Pueblo, CO",Hybrid,4.8 ,Loyalty,,,,
,,,,,,,1,,Face Off OG,True OG,"Lompoc, CA",Hybrid,4 ,True Face,,,,
,,,,,,,1,,,,"Los Angeles, CA,Ann Arbor, MI,Gunnison, CO,Ontario, OR,Portland, OR",Hybrid,4 ,Chocoholic,,,,
,,,,,,,,,,,"Detroit, MI",Indica,,Chocolate Meringue,,,,
,,,,,,,,,,,,Hybrid,,Blue Trane,,,,
,,,,,,,5,,,,,Hybrid,4.8 ,Silverfalls Kush,,,,
,,,,,,,2,,,,"Cathedral City, CA",Hybrid,4 ,Krakatoa,,,,
,,,,,,,4,,,,"Chatsworth, CA",Indica,4.8 ,Nexus OG,,,,
,,,,,,,11,,,,,Indica,4.2 ,Mossimo OG,,,,
,,,,,,,7,,,,,Hybrid,3.6 ,Lethal Purple,,,,
,,,,,,,5,,,,,Hybrid,3.2 ,Romping Goddess,,,,
,,,,,,,4,,,,,Hybrid,4.5 ,Old Lyme Connecticut OG,,,,
,,,,,,,14,,,,"Seattle, WA",Hybrid,4.7 ,Hustler Kush,,,,
,,,,,,,,,True OG,Platinum Calyx,,Hybrid,,Calyx OG,,,,
,,,,,,,7,,Purple Panty Dropper,Dream Queen,"Glendale, AZ",Hybrid,4.3 ,Queen's Panties,,,,
,,,,,,,1,,Ms. Universe,The Cough,,Hybrid,5 ,Carmel Cough,,,,
--position:21.04566180197368%,,,,"56,%,45,%,44,%,39,%,36,%,43,%,39,%,33,%,32,%,20,%,32,%,24,%,8,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,143,83 people reported 616 effects,,,"Astoria, OR,Los Angeles, CA,Canoga Park, CA,Depoe Bay, OR,Anacortes, WA,Anchorage, AK,Bandon, Or,Beaverton, OR,Bend, OR,Clackamas, OR",Indica,4.1 ,Grape Krush,,,,
,,,,,,,6,,,,"Tulsa, OK",Indica,2.7 ,Purple Tonic,,,,
,,,,,,,4,,,,,Indica,4.5 ,Wish Mountain,,,,
,,,,,,,9,,,,,Hybrid,4.8 ,Blue Kiss,,,,
,,,,,,,4,,,,"Bellingham, WA,Needles, CA,Spokane, WA",Hybrid,4.5 ,Ginger Punch,,,,
--position:86.67872257902164%,,,,,,,26,,Tres Dawg,Thai,"Puyallup, WA,Parkland, WA,Poulsbo, WA",Hybrid,4 ,Thai Girl,,,,
,,,,,,,,,,,,Indica,,Double Gum,,,,
,,,,,,,8,,Headband,Chemdog,"Spokane, WA,Aurora, CO,Bellingham, WA,Lompoc, CA",Indica,4.4 ,Paris XXX,,,,
,,,,,,,5,,,,"Littleton, CO,, CA,Detroit, MI,Salisbury, MD",Indica,4.8 ,Spoetnik #1,,,,
,,,,,,,6,,Black Domina,Purple Diesel,"Shelby Charter Township, MI",Indica,5 ,Electric Black Mamba,,,,
,,,,,,,,,Purple Pantera,Bubble Gum,,Hybrid,,Shaman’s Dream,,,,
,,,,,,,,,,,,Hybrid,,Nchoosha Y,,,,
,,,,,,,1,,,,,Hybrid,4 ,Guava Dub Star,,,,
,,,,,,,5,,Conspiracy Kush,Kosher Kush,,Indica,4 ,Mossad,,,,
,,,,,,,,,Snow Lotus,Chemdog 91,,Hybrid,,Moontang,,,,
